file,lineno,lhs,rhs_sig,rhs_shape,rhs_vars,line
.\database.py,1162,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1174,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1188,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1200,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1212,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1241,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1321,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1332,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1365,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1384,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1406,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1429,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1459,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1480,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1530,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1552,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1580,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1614,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1638,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1654,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1683,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1703,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1722,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1739,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1766,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1809,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1866,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1922,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\database.py,1962,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\migrate_logo_database.py,21,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,14,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,54,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,106,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,155,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,203,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,267,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,314,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\brand_logo_db.py.insert.py,365,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\out_selected\patches\migrate_logo_database.py.insert.py,20,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,15,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,62,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,121,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,177,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,232,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,310,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,364,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\brand_logo_db.py.insert.py,422,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\check_product_image_details.py.insert.py,13,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\check_product_images.py.insert.py,12,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\notwendig oder nicht\wichtig\portings\patches\migrate_logo_database.py.insert.py,21,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\product_db.py,37,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\product_db.py,70,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\product_db.py,146,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\product_db.py,181,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,create_product_table(conn); cursor = conn.cursor(); now_iso = datetime.now().isoformat()
.\product_db.py,203,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,create_product_table(conn); cursor = conn.cursor()
.\product_db.py,215,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,create_product_table(conn); cursor = conn.cursor()
.\product_db.py,240,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,create_product_table(conn); cursor = conn.cursor()
.\product_db.py,251,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,create_product_table(conn); cursor = conn.cursor()
.\product_db.py,264,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,create_product_table(conn); cursor = conn.cursor()
.\product_db.py,281,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,create_product_table(conn); cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,14,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,54,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,106,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,155,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,203,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,267,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,314,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\brand_logo_db.py.insert.py,365,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\out_selected\patches\migrate_logo_database.py.insert.py,20,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,15,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,62,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,121,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,177,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,232,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,310,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,364,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\brand_logo_db.py.insert.py,422,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\check_product_image_details.py.insert.py,13,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\check_product_images.py.insert.py,12,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\tools\portings\patches\migrate_logo_database.py.insert.py,21,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\update_tariffs.py,30,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\pdf_generator.py,272,data,"('Call', ('Attr', 'content', 'get'), (('Const', ""'data'""),), ())","('Call', 1, 0)",content,"data = content.get(""data"")"
.\pdf_generator.py,1163,image_path,"('Call', ('Attr', 'content', 'get'), (('Const', ""'data'""),), ())","('Call', 1, 0)",content,"image_path = content.get(""data"")"
.\dev_tools\kakerlake_ultra_cleaner.py,481,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner.py,485,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.left.code}, {rhs.right.code})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner.py,490,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,363,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new = cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,367,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new = cst.parse_expression(f""build_project_data({rhs.left.code}, {rhs.right.code})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,372,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new = cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,379,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,rhs","new = cst.parse_expression(f""build_project_data({code_for(rhs)})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,383,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,rhs","new = cst.parse_expression(f""build_project_data({code_for(rhs.left)}, {code_for(rhs.right)})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,387,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,rhs","new = cst.parse_expression(f""build_project_data({code_for(rhs)})""); self.changed=True"
.\mnt\data\kakerlake_ultra_cleaner.py,481,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\mnt\data\kakerlake_ultra_cleaner.py,485,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.left.code}, {rhs.right.code})""); self.changed=True"
.\mnt\data\kakerlake_ultra_cleaner.py,490,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\mnt\data\kakerlake_ultra_cleaner_v2.py,363,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new = cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\mnt\data\kakerlake_ultra_cleaner_v2.py,367,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new = cst.parse_expression(f""build_project_data({rhs.left.code}, {rhs.right.code})""); self.changed=True"
.\mnt\data\kakerlake_ultra_cleaner_v2.py,372,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new = cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\tools\kakerlake_ultra_cleaner.py,482,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\tools\kakerlake_ultra_cleaner.py,486,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.left.code}, {rhs.right.code})""); self.changed=True"
.\tools\kakerlake_ultra_cleaner.py,491,new,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,rhs","new=cst.parse_expression(f""build_project_data({rhs.code})""); self.changed=True"
.\dev_tools\kakerlake_ultra_cleaner.py,358,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","call,cst,default_expr","new_call=cst.parse_expression(f""compute_annual_savings(results={call.func.value.code}, default={default_expr})"")"
.\dev_tools\kakerlake_ultra_cleaner.py,368,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,sub","new_call=cst.parse_expression(f""compute_annual_savings(results={sub.value.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner.py,387,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cons,cst,feed","new_call=cst.parse_expression(f""compute_annual_savings(annual_feedin_revenue={feed.code}, annual_electricity_savings={cons.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner.py,401,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,l,r","new_call=cst.parse_expression(f""compute_annual_savings(annual_old_cost={l.code}, annual_hp_cost={r.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner.py,417,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,val","new_call=cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={val.left.code}, electricity_costs_with_pv={val.right.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner.py,424,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,l,r","new_call=cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={l.left.code}, electricity_costs_with_pv={l.right.code}, annual_feed_in_revenue={r.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner.py,429,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,l,r","new_call=cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={r.left.code}, electricity_costs_with_pv={r.right.code}, annual_feed_in_revenue={l.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,227,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","call,cst,default_expr","new_call = cst.parse_expression(f""compute_annual_savings(results={call.func.value.code}, default={default_expr})"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,237,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,sub","new_call = cst.parse_expression(f""compute_annual_savings(results={sub.value.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,257,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cons,cst,feed","new_call = cst.parse_expression(f""compute_annual_savings(annual_feedin_revenue={feed.code}, annual_electricity_savings={cons.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,270,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,l,r","new_call = cst.parse_expression(f""compute_annual_savings(annual_old_cost={l.code}, annual_hp_cost={r.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,286,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,diff","new_call = cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={diff[0].code}, electricity_costs_with_pv={diff[1].code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,293,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,d,r","new_call = cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={d[0].code}, electricity_costs_with_pv={d[1].code}, annual_feed_in_revenue={r.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,298,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,d,l","new_call = cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={d[0].code}, electricity_costs_with_pv={d[1].code}, annual_feed_in_revenue={l.code}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,240,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","call,code_for,cst,default_expr","new_call = cst.parse_expression(f""compute_annual_savings(results={code_for(call.func.value)}, default={default_expr})"")"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,251,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,sub","new_call = cst.parse_expression(f""compute_annual_savings(results={code_for(sub.value)}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,273,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cons,cst,feed","new_call = cst.parse_expression(f""compute_annual_savings(annual_feedin_revenue={code_for(feed)}, annual_electricity_savings={code_for(cons)}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,287,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,l,r","new_call = cst.parse_expression(f""compute_annual_savings(annual_old_cost={code_for(l)}, annual_hp_cost={code_for(r)}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,304,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,d","new_call = cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={code_for(d[0])}, electricity_costs_with_pv={code_for(d[1])}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,311,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,d,r","new_call = cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={code_for(d[0])}, electricity_costs_with_pv={code_for(d[1])}, annual_feed_in_revenue={code_for(r)}, default=0.0)"")"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,316,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","code_for,cst,d,l","new_call = cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={code_for(d[0])}, electricity_costs_with_pv={code_for(d[1])}, annual_feed_in_revenue={code_for(l)}, default=0.0)"")"
.\mnt\data\kakerlake_ultra_cleaner.py,358,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","call,cst,default_expr","new_call=cst.parse_expression(f""compute_annual_savings(results={call.func.value.code}, default={default_expr})"")"
.\mnt\data\kakerlake_ultra_cleaner.py,368,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,sub","new_call=cst.parse_expression(f""compute_annual_savings(results={sub.value.code}, default=0.0)"")"
.\mnt\data\kakerlake_ultra_cleaner.py,387,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cons,cst,feed","new_call=cst.parse_expression(f""compute_annual_savings(annual_feedin_revenue={feed.code}, annual_electricity_savings={cons.code}, default=0.0)"")"
.\mnt\data\kakerlake_ultra_cleaner.py,401,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,l,r","new_call=cst.parse_expression(f""compute_annual_savings(annual_old_cost={l.code}, annual_hp_cost={r.code}, default=0.0)"")"
.\mnt\data\kakerlake_ultra_cleaner.py,417,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,val","new_call=cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={val.left.code}, electricity_costs_with_pv={val.right.code}, default=0.0)"")"
.\mnt\data\kakerlake_ultra_cleaner.py,424,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,l,r","new_call=cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={l.left.code}, electricity_costs_with_pv={l.right.code}, annual_feed_in_revenue={r.code}, default=0.0)"")"
.\mnt\data\kakerlake_ultra_cleaner.py,429,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","cst,l,r","new_call=cst.parse_expression(f""compute_annual_savings(electricity_costs_without_pv={r.left.code}, electricity_costs_with_pv={r.right.code}, annual_feed_in_revenue={l.code}, default=0.0)"")"
.\mnt\data\kakerlake_ultra_cleaner_v2.py,227,new_call,"('Call', ('Attr', 'cst', 'parse_expression'), (('Other', 'JoinedStr'),), ())","('Call', 1, 0)","call,cst,default_expr","new_call = cst.parse_expression(f""compute_annual_savings(results={call.func.value.code}, default={default_expr})"")"
